year,"last_name, first_name",match_name,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,xwoba,xba,xslg
2026,"O'Hoppe, Logan","Machado, Manny",92.05333333333334,14.693333333333328,11.713333333333253,49.773333333333085,0.34360000000000035,0.2699333333333329,0.4704666666666668
2027,"O'Hoppe, Logan","Machado, Manny",92.17030303030305,14.790303030303022,11.983030303030318,50.39212121212108,0.3414909090909095,0.2689030303030302,0.4669878787878785
2028,"O'Hoppe, Logan","Machado, Manny",92.28727272727272,14.887272727272716,12.25272727272727,51.010909090908854,0.3393818181818187,0.26787272727272704,0.4635090909090911
2025,"Outman, James","Taylor, Chris",86.8289473684211,20.444736842105613,11.136842105263213,40.39210526315787,0.322473684210526,0.222763157894736,0.4141578947368423
2026,"Outman, James","Taylor, Chris",86.62631578947372,21.664912280702083,11.512280701754435,40.814035087719276,0.3194912280701754,0.21675438596491148,0.4093859649122802
2027,"Outman, James","Taylor, Chris",86.42368421052635,22.885087719298554,11.887719298245656,41.23596491228068,0.31650877192982474,0.21074561403508696,0.4046140350877181
2028,"Outman, James","Taylor, Chris",86.22105263157897,24.105263157895024,12.263157894736878,41.65789473684208,0.3135263157894741,0.20473684210526244,0.3998421052631578
2025,"Pages, Andy","Escobar, Eduardo",88.75999999999999,21.679999999999836,9.460000000000036,41.80000000000109,0.31300000000000017,0.246,0.4272
2026,"Pages, Andy","Escobar, Eduardo",89.04000000000008,22.25999999999999,9.870000000000118,44.11000000000058,0.3113999999999999,0.24469999999999992,0.4255
2027,"Pages, Andy","Escobar, Eduardo",89.32000000000005,22.839999999999918,10.280000000000086,46.42000000000098,0.3098000000000001,0.24339999999999984,0.42379999999999995
2028,"Pages, Andy","Escobar, Eduardo",89.60000000000002,23.419999999999845,10.690000000000055,48.73000000000047,0.3081999999999998,0.24209999999999976,0.4220999999999999
2025,"Alvarez, Francisco","McMahon, Ryan",91.49047619047619,10.752380952380946,10.976190476190482,46.89523809523814,0.331380952380953,0.246714285714285,0.42742857142857194
2026,"Alvarez, Francisco","McMahon, Ryan",91.61333333333332,10.866666666666646,11.353333333333353,47.32666666666671,0.33486666666666665,0.25039999999999907,0.4300000000000006
2027,"Alvarez, Francisco","McMahon, Ryan",91.73619047619047,10.980952380952374,11.730476190476224,47.75809523809528,0.3383523809523812,0.254085714285714,0.4325714285714284
