"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
543807,"Springer, George",165,0.9016393442622951,113,"72.329321818",0.3212121212121213,0.3893805309734513,0.26666666666666666,0.19469026548672566,0.13333333333333333,"7.482035212",5,-0.35508338813159357,52,0.3151515151515151,57,0.34545454545454546
668804,"Reynolds, Bryan",274,0.9102990033222591,203,"72.318906241",0.21897810218978103,0.32019704433497537,0.23722627737226276,0.18226600985221675,0.13503649635036497,"6.903116861",12,-7.805720725086969,71,0.2591240875912409,97,0.354014598540146
668227,"Arozarena, Randy",225,0.9,157,"72.316445511",0.3111111111111111,0.3248407643312102,0.22666666666666666,0.18471337579617833,0.1288888888888889,"7.519860089",6,-6.769659336739355,68,0.3022222222222222,69,0.30666666666666664
668709,"Bleday, JJ",207,0.9078947368421053,162,"72.282827246",0.1980676328502416,0.345679012345679,0.27053140096618356,0.12962962962962962,0.10144927536231885,"7.589268261",5,-7.901002998092995,45,0.21739130434782608,83,0.40096618357487923
663656,"Tucker, Kyle",257,0.9113475177304965,209,"72.280210934",0.264591439688716,0.39712918660287083,0.3229571984435798,0.18181818181818182,0.14785992217898833,"7.549831089",5,1.2458037564619548,48,0.1867704280155642,115,0.4474708171206226
669127,"Langeliers, Shea",197,0.9078341013824884,157,"72.211958782",0.18781725888324877,0.35668789808917195,0.28426395939086296,0.17834394904458598,0.14213197969543148,"7.140150203",0,-6.811238953289988,40,0.20304568527918782,85,0.43147208121827413
687401,"Ortiz, Joey",200,0.8968609865470852,173,"72.169427",0.19000000000000003,0.2658959537572254,0.23,0.11560693641618497,0.1,"7.5112109",3,-10.457241807968858,27,0.135,91,0.455
664056,"Bader, Harrison",166,0.8972972972972973,124,"72.167323614",0.19879518072289154,0.29838709677419356,0.22289156626506024,0.14516129032258066,0.10843373493975904,"7.110805301",6,-0.7616421801993446,42,0.25301204819277107,62,0.37349397590361444
656976,"Smith, Pavin",141,0.9038461538461539,97,"72.151525887",0.2553191489361702,0.3711340206185567,0.2553191489361702,0.14432989690721648,0.09929078014184398,"7.396267801",8,3.2834709654747583,44,0.3120567375886525,49,0.3475177304964539
502054,"Pham, Tommy",171,0.9,124,"72.151179415",0.21052631578947367,0.33064516129032256,0.23976608187134502,0.12903225806451613,0.0935672514619883,"7.045200175",1,-10.8254306979534,47,0.27485380116959063,60,0.3508771929824561
664040,"Lowe, Brandon",226,0.9076305220883534,143,"72.113479336",0.19469026548672566,0.36363636363636365,0.23008849557522124,0.18181818181818182,0.11504424778761062,"7.112534425",6,-12.008255124842021,83,0.3672566371681416,78,0.34513274336283184
664023,"Happ, Ian",266,0.9078498293515358,210,"72.10590015",0.18045112781954892,0.34285714285714286,0.2706766917293233,0.14761904761904762,0.11654135338345864,"6.990929361",1,-5.190204779672682,56,0.21052631578947367,108,0.40601503759398494
665804,"Amaya, Miguel",144,0.9113924050632911,109,"72.095423125",0.22222222222222224,0.27522935779816515,0.20833333333333334,0.10091743119266056,0.0763888888888889,"7.698490903",2,-0.6840521807398985,35,0.24305555555555555,49,0.3402777777777778
593428,"Bogaerts, Xander",185,0.8980582524271845,152,"72.051602108",0.21621621621621623,0.3355263157894737,0.2756756756756757,0.15789473684210525,0.12972972972972974,"7.358285243",2,-3.771991829547389,33,0.1783783783783784,81,0.43783783783783786
665161,"Peña, Jeremy",225,0.9036144578313253,177,"72.0411236",0.1288888888888889,0.3615819209039548,0.28444444444444444,0.23163841807909605,0.18222222222222223,"7.489590267",3,-2.8021916194462317,48,0.21333333333333335,104,0.4622222222222222
666969,"García, Adolis",246,0.9044117647058824,170,"72.03949935",0.23170731707317077,0.38235294117647056,0.26422764227642276,0.17647058823529413,0.12195121951219512,"7.633958496",4,-10.629952611590154,76,0.3089430894308943,86,0.34959349593495936
607043,"Nimmo, Brandon",229,0.9051383399209486,178,"72.02411952",0.26200873362445415,0.398876404494382,0.31004366812227074,0.2303370786516854,0.17903930131004367,"7.295353188",6,-6.643010298673188,51,0.22270742358078602,95,0.4148471615720524
595879,"Báez, Javier",165,0.9065934065934066,120,"72.019040424",0.16969696969696968,0.31666666666666665,0.23030303030303031,0.13333333333333333,0.09696969696969697,"8.133809273",2,2.2273981751164977,45,0.2727272727272727,66,0.4
663993,"Lowe, Nathaniel",256,0.9045936395759717,204,"71.987761523",0.21875000000000008,0.25980392156862747,0.20703125,0.14705882352941177,0.1171875,"7.221153555",9,-0.9244796477865087,52,0.203125,84,0.328125
673237,"Diaz, Yainer",207,0.9039301310043668,161,"71.971233816",0.140096618357488,0.32919254658385094,0.2560386473429952,0.14285714285714285,0.1111111111111111,"7.462659179",5,-3.9263731855179835,46,0.2222222222222222,82,0.3961352657004831
676475,"Burleson, Alec",178,0.898989898989899,152,"71.963765843",0.26404494382022475,0.3618421052631579,0.3089887640449438,0.11842105263157894,0.10112359550561797,"7.60928382",3,-4.759744838496946,26,0.14606741573033707,77,0.43258426966292135
671277,"García Jr., Luis",189,0.9,154,"71.960594021",0.22751322751322756,0.4090909090909091,0.3333333333333333,0.16883116883116883,0.13756613756613756,"7.437718783",7,-3.734052150357605,35,0.18518518518518517,90,0.47619047619047616
672580,"Garcia, Maikel",183,0.915,161,"71.959369399",0.16393442622950824,0.422360248447205,0.37158469945355194,0.2484472049689441,0.2185792349726776,"7.305194372",5,-0.26933168587311374,22,0.12021857923497267,94,0.5136612021857924
683011,"Volpe, Anthony",228,0.912,167,"71.958181886",0.20614035087719304,0.3712574850299401,0.2719298245614035,0.20359281437125748,0.14912280701754385,"7.072927149",3,-5.458901291376247,61,0.2675438596491228,81,0.35526315789473684
593871,"Polanco, Jorge",144,0.9,118,"71.908050764",0.20833333333333334,0.423728813559322,0.3472222222222222,0.2457627118644068,0.2013888888888889,"7.320854028",3,12.286274108460633,26,0.18055555555555555,68,0.4722222222222222
