"last_name, first_name",match_name,year,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,xwoba,xba,xslg
"Adell, Jo","Adames, Willy",2025,90.5,20.2,13.2,48.900000000000006,0.33,0.23099999999999998,0.46199999999999997
"Adell, Jo","Adames, Willy",2026,90.60000000000001,26.599999999999998,16.299999999999997,52.00000000000001,0.34600000000000003,0.23999999999999996,0.5189999999999999
"Adell, Jo","Adames, Willy",2027,89.20000000000002,32.3,18.799999999999997,48.00000000000001,0.37400000000000005,0.25099999999999995,0.5609999999999999
"Adell, Jo","Adames, Willy",2028,89.00000000000001,40.4,20.9,48.20000000000001,0.4060000000000001,0.2649999999999999,0.6279999999999999
"Benson, Will","Davis, Chris",2025,88.4,16.0,9.200000000000001,41.6,0.24400000000000005,0.183,0.28700000000000003
"Benson, Will","Davis, Chris",2026,86.60000000000001,13.9,4.400000000000002,37.7,0.1630000000000001,0.151,0.14800000000000002
"Benson, Will","Davis, Chris",2027,84.80000000000001,11.8,-0.3999999999999968,33.800000000000004,0.08200000000000013,0.119,0.009000000000000008
"Benson, Will","Davis, Chris",2028,83.00000000000001,9.700000000000001,-5.199999999999996,29.900000000000006,0.0010000000000001674,0.087,-0.13
"Naylor, Bo","Bellinger, Cody",2025,90.1,21.599999999999998,12.2,44.7,0.363,0.278,0.529
"Naylor, Bo","Bellinger, Cody",2026,89.6,22.0,13.0,47.300000000000004,0.41,0.325,0.591
"Naylor, Bo","Bellinger, Cody",2027,89.2,26.1,12.700000000000001,46.50000000000001,0.361,0.30100000000000005,0.513
"Naylor, Bo","Bellinger, Cody",2028,87.30000000000001,27.1,10.200000000000001,39.00000000000001,0.361,0.3320000000000001,0.515
"Julien, Edouard","Báez, Javier",2025,90.0,6.1000000000000005,13.2,45.2,0.3369999999999999,0.231,0.428
"Julien, Edouard","Báez, Javier",2026,88.80000000000001,6.800000000000002,8.7,42.2,0.2719999999999999,0.182,0.309
"Julien, Edouard","Báez, Javier",2027,88.30000000000001,7.800000000000002,9.5,44.10000000000001,0.2529999999999999,0.15699999999999997,0.26
